index;hidden_channels;learning_rate;weight_decay;num_epochs;test_accuracy
0;32;1e-07;0.0001;500;0.134
1;32;1e-06;0.0001;500;0.165
2;32;1e-05;0.0001;500;0.485
3;32;0.0001;0.0001;500;0.716
4;32;0.001;0.0001;500;0.803
5;32;0.01;0.0001;500;0.808
6;32;0.1;0.0001;500;0.806
7;32;1;0.0001;500;0.31
8;32;10;0.0001;500;0.319
9;32;100;0.0001;500;0.103
10;32;1000;0.0001;500;0.319
